Date,equity_current_baseline,equity_buy_and_hold,equity_fixed_rising_floor_050,equity_fixed_rising_floor_053,equity_fixed_rising_floor_055,equity_fixed_rising_floor_058,equity_fixed_rising_floor_060,equity_dynamic_rising_floor
2000-10-02,1.0209171284280671,1.047424975529274,0.9814777815465549,0.9814777815465549,0.9833325575606618,0.983980084595096,0.983980084595096,0.9814777815465549
2000-10-03,1.0211623825802811,1.0376401081337974,0.9817135612141962,0.9817135612141962,0.9835687827997469,0.9842164653891124,0.9842164653891124,0.9817135612141962
2000-10-04,1.0214076956497151,1.0462872655750006,0.9819493975230094,0.9819493975230094,0.9838050647870431,0.9844529029687089,0.9844529029687089,0.9819493975230094
2000-10-05,1.021653449238325,1.049927919872777,0.9821856573331735,0.9821856573331735,0.9840417710760142,0.984689765129384,0.984689765129384,0.9821856573331735
2000-10-06,1.0218988802763322,1.0271725796539617,0.9824216070532815,0.9824216070532815,0.9842781666889275,0.9849263164094203,0.9849263164094203,0.9824216070532815
2000-10-09,1.0221443702740527,1.019435871070541,0.9826576134554129,0.9826576134554129,0.9845146190909807,0.9851629245159923,0.9851629245159923,0.9826576134554129
2000-10-10,1.0223910647273182,1.0025968683965143,0.9828947777834165,0.9828947777834165,0.98475223160713,0.9854006935005986,0.9854006935005986,0.9828947777834165
2000-10-11,1.0226362909711486,0.9941773231697566,0.983130530620811,0.983130530620811,0.984988429965265,0.9856370473959638,0.9856370473959638,0.983130530620811
2000-10-12,1.0228800473450903,0.9693744385953076,0.9833648703712885,0.9833648703712885,0.9852232125660613,0.9858719846017103,0.9858719846017103,0.9833648703712885
2000-10-13,1.023123861820989,1.0016869462156646,0.9835992659791695,0.9835992659791695,0.985458051129819,0.9861069778072702,0.9861069778072702,0.9835992659791695
2000-10-16,1.023371174795927,1.0062374349148016,0.9838370249345547,0.9838370249345547,0.9856962593970643,0.9863453429352761,0.9863453429352761,0.9838370249345547
2000-10-17,1.023619311872433,0.981206938125907,0.9840755761554001,0.9840755761554001,0.9859352614269763,0.9865845023486434,0.9865845023486434,0.9840755761554001
2000-10-18,1.0238675091148008,0.9775659327101758,0.9843141852178224,0.9843141852178224,0.986174321407773,0.9868237197510562,0.9868237197510562,0.9843141852178224
2000-10-19,1.0241165310852596,1.0144294557066025,0.9845535871480247,0.9845535871480247,0.9864141757546944,0.9870637320426859,0.9870637320426859,0.9845535871480247
2000-10-20,1.024365231273208,1.018753473324648,0.9847926797265903,0.9847926797265903,0.9866537201653731,0.9873034341939791,0.9873034341939791,0.9847926797265903
2000-10-23,1.024615139074147,1.0233040498032735,0.9850329332664977,0.9850329332664977,0.9868944277313536,0.987544300266515,0.987544300266515,0.9850329332664977
2000-10-24,1.0248654902710368,1.01647743895968,0.9852736130733978,0.9852736130733978,0.9871355623698773,0.9877855936928223,0.9877855936928223,0.9852736130733978
2000-10-25,1.0251174323637395,0.9925845643455696,0.9855158223177513,0.9855158223177513,0.987378229336153,0.9880284204559234,0.9880284204559234,0.9855158223177513
2000-10-26,1.0253682888685651,0.9953150331240294,0.9857569879118893,0.9857569879118893,0.9876198506799451,0.9882702009079958,0.9882702009079958,0.9857569879118893
2000-10-27,1.0256188240876751,1.0142022823896004,0.9859978446319934,0.9859978446319934,0.9878611625659995,0.9885116716985519,0.9885116716985519,0.9859978446319934
2000-10-30,1.0258709513719957,1.0233040498032735,0.9862402319137734,0.9862402319137734,0.9881040079061532,0.9887546769529907,0.9887546769529907,0.9862402319137734
2000-10-31,1.0261227578837453,1.0409393002201603,0.9864823108148412,0.9864823108148412,0.9883465442828231,0.9889973730404925,0.9889973730404925,0.9864823108148412
2000-11-01,1.0263742433203231,1.0374128470373067,0.9867240810442856,0.9867240810442856,0.9885887714045486,0.9892397596694047,0.9892397596694047,0.9867240810442856
2000-11-02,1.0266257903917535,1.0391191047405055,0.9869659105275485,0.9869659105275485,0.9888310578920693,0.9894822057032046,0.9894822057032046,0.9869659105275485
2000-11-03,1.0268777821835136,1.03968774026892,0.9872081675510205,0.9872081675510205,0.9890737727277555,0.9897250803672384,0.9897250803672384,0.9872081675510205
2000-11-06,1.0271313681271752,1.0469696633208936,0.9874519571422479,0.9874519571422479,0.9893180230274113,0.9899694915063487,0.9899694915063487,0.9874519571422479
2000-11-07,1.0273850166935092,1.046741963326959,0.9876958069369528,0.9876958069369528,0.989562333644316,0.990213963002427,0.990213963002427,0.9876958069369528
2000-11-08,1.0276383446878403,1.023531662017719,0.9879393485437653,0.9879393485437653,0.9898063354909212,0.9904581255248798,0.9904581255248798,0.9879393485437653
2000-11-09,1.0278913518061432,1.0196636588439638,0.9881825816704047,0.9881825816704047,0.990050028274394,0.9907019787806813,0.9907019787806813,0.9881825816704047
2000-11-10,1.0281432706953575,0.9948598964746268,0.9884247686076505,0.9884247686076505,0.9902926728914065,0.9909447831798023,0.9909447831798023,0.9884247686076505
2000-11-13,1.0283960185629324,0.9871234512296724,0.9886677524987525,0.9886677524987525,0.9905361159683419,0.9911883865646339,0.9911883865646339,0.9886677524987525
2000-11-14,1.0286480611374842,1.0130644846558383,0.9889100583432116,0.9889100583432116,0.9907788797172761,0.9914313101741251,0.9914313101741251,0.9889100583432116
2000-11-15,1.0289005493083858,1.016249914524723,0.9891527925700581,0.9891527925700581,0.9910220726581457,0.9916746632581758,0.9916746632581758,0.9891527925700581
2000-11-16,1.0291519475887516,1.000321009590524,0.9893944790102475,0.9893944790102475,0.991264215832273,0.9919169658842101,0.9919169658842101,0.9893944790102475
2000-11-17,1.0294034072949718,0.9949740098100603,0.9896362245033312,0.9896362245033312,0.9915064181708916,0.9921593277136956,0.9921593277136956,0.9896362245033312
2000-11-20,1.029655312620798,0.9807520648149703,0.9898783984011602,0.9898783984011602,0.9917490497238457,0.9924021190401554,0.9924021190401554,0.9898783984011602
2000-11-21,1.0299072795903812,0.985758041281465,0.990120631561368,0.990120631561368,0.9919917406511713,0.9926449697800849,0.9926449697800849,0.990120631561368
2000-11-22,1.030159308218806,0.9622061899813236,0.9903629239984566,0.9903629239984566,0.9922344909673981,0.9928878799480232,0.9928878799480232,0.9903629239984566
2000-11-24,1.0304113985211605,0.9818894236512882,0.9906052757269318,0.9906052757269318,0.992477300687059,0.9931308495585129,0.9931308495585129,0.9906052757269318
2000-11-28,1.030660473064222,0.9649723184803428,0.9908447281987893,0.9908447281987893,0.9927172056711483,0.9933709125206552,0.9933709125206552,0.9908447281987893
2000-11-29,1.0309080678527738,0.9631675778242856,0.9910827580809642,0.9910827580809642,0.992955685377175,0.9936095492661856,0.9936095492661856,0.9910827580809642
2000-11-30,1.0311545664930108,0.9548215332986116,0.9913197341604494,0.9913197341604494,0.9931931092890579,0.993847129522329,0.993847129522329,0.9913197341604494
2000-12-01,1.031401894712,0.9543708049538656,0.9915575077709884,0.9915575077709884,0.9934313322391519,0.9940855093428522,0.9940855093428522,0.9915575077709884
2000-12-04,1.0316461980913767,0.9624910502411972,0.9917923733953746,0.9917923733953746,0.9936666417076423,0.9943209737632367,0.9943209737632367,0.9917923733953746
2000-12-05,1.031887858156008,0.9940702266482554,0.9920246978196773,0.9920246978196773,0.9938994051737426,0.994553890504682,0.994553890504682,0.9920246978196773
2000-12-06,1.0321299609109964,0.978167608305764,0.9922574478326368,0.9922574478326368,0.9941325950327684,0.9947872339198335,0.9947872339198335,0.9922574478326368
2000-12-07,1.0323728927052365,0.964746606255194,0.9924909948579913,0.9924909948579913,0.9943665834103663,0.9950213763793837,0.9950213763793837,0.9924909948579913
2000-12-08,1.0326151092596068,0.9670021622691908,0.9927238542741158,0.9927238542741158,0.9945998828793049,0.9952548294766265,0.9952548294766265,0.9927238542741158
2000-12-11,1.032856996288808,1.0006116175310666,0.9929563968950538,0.9929563968950538,0.994832864954384,0.9954879649710051,0.9954879649710051,0.9929563968950538
2000-12-12,1.0330981669808472,0.996325869675446,0.9931882508518595,0.9931882508518595,0.995065157063908,0.9957204100454845,0.9957204100454845,0.9931882508518595
2000-12-13,1.0333393939859123,0.9826786333205636,0.9934201589462461,0.9934201589462461,0.9952975034133209,0.9959529093955699,0.9959529093955699,0.9934201589462461
2000-12-14,1.0335806773171523,0.9701602191310068,0.9936521211908548,0.9936521211908548,0.9955299040152877,0.9961854630339347,0.9961854630339347,0.9936521211908548
2000-12-15,1.0338204694715745,0.9482475124680628,0.9938826498647314,0.9938826498647314,0.9957608683373909,0.9964165794466419,0.9964165794466419,0.9938826498647314
2000-12-18,1.0340576070763765,0.9609177646810908,0.9941106265376671,0.9941106265376671,0.9959892758358355,0.9966451373520154,0.9966451373520154,0.9941106265376671
2000-12-19,1.034294024232857,0.9413467570941704,0.9943379105941308,0.9943379105941308,0.996216989408916,0.9968730008750732,0.9968730008750732,0.9943379105941308
2000-12-20,1.0345262302242226,0.9140823039363236,0.994561146168225,0.994561146168225,0.9964406468488906,0.9970968055940509,0.9970968055940509,0.994561146168225
2000-12-21,1.034741379362102,0.9204179086154044,0.9947679838171072,0.9947679838171072,0.9966478753751997,0.997304170580881,0.997304170580881,0.9947679838171072
2000-12-22,1.0349522839885197,0.9480212781637504,0.9949707409254858,0.9949707409254858,0.996851015649686,0.9975074446237638,0.9975074446237638,0.9949707409254858
2000-12-26,1.0351858021831326,0.9582031270557276,0.9951952380107216,0.9951952380107216,0.9970759369847794,0.9977325140701385,0.9977325140701385,0.9951952380107216
2000-12-27,1.0354154895133554,0.9652164775026126,0.9954160522228052,0.9954160522228052,0.9972971684869044,0.9979538912537803,0.9979538912537803,0.9954160522228052
2000-12-28,1.035649888666294,0.9681582195642284,0.9956413962338093,0.9956413962338093,0.9975229383482684,0.9981798097851825,0.9981798097851825,0.9956413962338093
2000-12-29,1.0358851173569843,0.9498310655850576,0.9958675377364504,0.9958675377364504,0.9977495072083523,0.9984065278414472,0.9984065278414472,0.9958675377364504
2001-01-02,1.0361196228250882,0.9326357792330014,0.9960929839555276,0.9960929839555276,0.9979753794709401,0.9986325488415045,0.9986325488415045,0.9960929839555276
2001-01-03,1.0363471833599025,0.9774349572125672,0.9963117535330553,0.9963117535330553,0.998194562474602,0.9988518761777417,0.9988518761777417,0.9963117535330553
2001-01-04,1.036562320846283,0.9669134088113456,0.996518579980551,0.996518579980551,0.9984017797783566,0.9990592299346273,0.9990592299346273,0.996518579980551
2001-01-05,1.0367677301325997,0.9353508519243348,0.9967160540409122,0.9967160540409122,0.9985996270210328,0.9992572074602247,0.9992572074602247,0.9967160540409122
2001-01-08,1.0369759193989558,0.9425908717415024,0.9969162006870949,0.9969162006870949,0.9988001519001266,0.9994578643854706,0.9994578643854706,0.9969162006870949
2001-01-09,1.037186106377498,0.9401022073808696,0.9971182678712621,0.9971182678712621,0.9990026009465973,0.9996604467451624,0.9996604467451624,0.9971182678712621
2001-01-10,1.037398291336732,0.9566192258859576,0.9973222558515471,0.9973222558515471,0.9992069744190658,0.9998649547980915,0.9998649547980915,0.9973222558515471
2001-01-11,1.0376113017562087,0.9575239890768203,0.99752703740348,0.99752703740348,0.9994121429628572,1.0000702584459,1.0000702584459,0.99752703740348
2001-01-12,1.037825137978008,0.9557138536027376,0.9977326128559256,0.9977326128559256,0.9996181069074576,1.000276358018291,1.000276358018291,0.9977326128559256
2001-01-16,1.0380409731856444,0.9618228759247298,0.9979401100708041,0.9979401100708041,0.999825996246197,1.000484384252698,1.000484384252698,0.9979401100708041
2001-01-17,1.0382560712615958,0.9662349669379896,0.9981468986303463,0.9981468986303463,1.0000331755903984,1.0006917000250337,1.0006917000250337,0.9981468986303463
2001-01-18,1.0384680837067484,0.9758512300691852,0.9983507207609916,0.9983507207609916,1.000237382899808,1.000896041805485,1.000896041805485,0.9983507207609916
2001-01-19,1.038678573135426,0.9703074454551984,0.9985530787112551,0.9985530787112551,1.0004401232618585,1.001098915672589,1.001098915672589,0.9985530787112551
2001-01-22,1.038888713479257,0.9767557322204656,0.9987551010622703,0.9987551010622703,1.0006425273904525,1.0013014530848254,1.0013014530848254,0.9987551010622703
2001-01-23,1.0390992881663283,0.984449090778198,0.9989575409772854,0.9989575409772854,1.00084534987215,1.0015044091256522,1.0015044091256522,0.9989575409772854
2001-01-24,1.0393114727968238,0.987390397773844,0.9991615286415316,0.9991615286415316,1.0010497230279822,1.0017089168617368,1.0017089168617368,0.9991615286415316
2001-01-25,1.0395237007555342,0.9849010373076594,0.999365557960168,0.999365557960168,1.0012541379169224,1.0019134663584104,1.0019134663584104,0.999365557960168
2001-01-26,1.039731658892803,0.9837701268256782,0.9995654824060781,0.9995654824060781,1.0014544401758343,1.0021139005168782,1.0021139005168782,0.9995654824060781
2001-01-29,1.0399373036351682,0.9890192847648946,0.999763182826517,0.999763182826517,1.0016525142063586,1.0023121049796642,1.0023121049796642,0.999763182826517
2001-01-30,1.0401394533445032,0.9977074651692448,0.9999575232315643,0.9999575232315643,1.001847221871805,1.0025069408606122,1.0025069408606122,0.9999575232315643
2001-01-31,1.0403404628801545,0.992060047841244,0.9937973914204807,1.0001507675093095,1.0020408313385112,1.0027006778196532,1.0027006778196532,0.9937973914204807
2001-02-01,1.04054190453096,0.9986489479279612,1.000397655397926,1.0062931517856375,1.002234857012261,1.0028948312598114,1.0028948312598114,1.000397655397926
2001-02-02,1.0407457444779955,0.9759868836385786,0.9776956446989962,0.983457354665531,0.978990037293007,0.9796347047666049,0.9796347047666049,0.9776956446989962
2001-02-05,1.0409496243568432,0.983154682504754,0.9848757340350335,0.9906797573661745,0.9861796325059615,0.9868290343466167,0.9868290343466167,0.9848757340350335
2001-02-06,1.0411539374140315,0.9802582743171948,0.9819752997585517,0.9877622303868985,0.9832753582812634,0.9839228476498242,0.9839228476498242,0.9819752997585517
2001-02-07,1.041358290572897,0.9751899297950404,0.9768980797514436,0.9826550895457601,0.9781914164318203,0.9788355580115138,0.9788355580115138,0.9768980797514436
2001-02-08,1.0415630771971074,0.9638233092540168,0.9766017410176563,0.9823570044424914,0.9778946853687183,0.9785386315502386,0.9785386315502386,0.9766017410176563
2001-02-09,1.0417671171896972,0.9545552729250748,0.9767930552225882,0.9825494460912932,0.9780862528586999,0.9787303251879083,0.9787303251879083,0.9767930552225882
