rebalance_date,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,oos_sharpe,oos_accuracy,oos_balanced_accuracy,oos_f1,version,selected_rising_entry_floor
2001-05-29,8,0.48,0.67,0.42716598571236036,0.9112903225806451,0.7451923076923077,0.6451612903225806,dynamic_rising_floor,0.53
2001-11-29,8,0.48,0.67,-0.604031494125276,0.7049180327868853,0.5702887537993921,0.3333333333333333,dynamic_rising_floor,0.53
2002-05-29,8,0.47,0.67,-0.6126083504928225,0.796875,0.5863586358635864,0.3157894736842105,dynamic_rising_floor,0.53
2002-11-29,12,0.45,0.67,-0.6215377514063135,0.6229508196721312,0.6241519674355496,0.603448275862069,dynamic_rising_floor,0.5
2003-05-29,8,0.5,0.67,1.2031055004653528,0.8046875,0.541407867494824,0.8888888888888888,dynamic_rising_floor,0.53
2003-12-01,12,0.5,0.67,0.8410620299736286,0.7661290322580645,0.6391736564150357,0.8512820512820513,dynamic_rising_floor,0.49
2004-06-01,12,0.5,0.67,0.4574882122086938,0.6904761904761905,0.6578947368421053,0.7607361963190185,dynamic_rising_floor,0.53
2004-12-01,12,0.5,0.67,-0.4688965304505012,0.6854838709677419,0.673605655930872,0.738255033557047,dynamic_rising_floor,0.53
2005-06-01,12,0.5,0.67,0.06876936302619174,0.7086614173228346,0.6239837398373984,0.8021390374331551,dynamic_rising_floor,0.53
2005-12-01,12,0.49,0.67,-0.3129609966696659,0.7398373983739838,0.5555555555555556,0.8446601941747572,dynamic_rising_floor,0.51
2006-06-01,12,0.49,0.67,2.6586977907886955,0.8661417322834646,0.889616935483871,0.9050279329608939,dynamic_rising_floor,0.51
2006-12-01,12,0.46,0.67,0.9350273101364177,0.8360655737704918,0.5803921568627451,0.9074074074074074,dynamic_rising_floor,0.49
2007-06-01,12,0.46,0.67,-1.4907372694962817,0.6535433070866141,0.6683333333333333,0.639344262295082,dynamic_rising_floor,0.5
2007-12-03,8,0.48,0.67,0.03606995884706665,0.7661290322580645,0.7012195121951219,0.5915492957746479,dynamic_rising_floor,0.48
2008-06-03,8,0.48,0.67,0.0,0.9291338582677166,0.5,0.0,dynamic_rising_floor,0.48
2008-12-03,8,0.47,0.67,1.601301511546892,0.8943089430894309,0.8842318059299192,0.8686868686868687,dynamic_rising_floor,0.48
2009-06-03,8,0.47,0.67,2.1197145759253884,0.84251968503937,0.5,0.9145299145299145,dynamic_rising_floor,0.51
2009-12-03,8,0.48,0.67,0.17547568942500746,0.7560975609756098,0.6646341463414633,0.8369565217391305,dynamic_rising_floor,0.5
2010-06-03,8,0.48,0.67,1.4233868891106995,0.7480314960629921,0.7484939759036144,0.7948717948717948,dynamic_rising_floor,0.5
2010-12-03,8,0.5,0.67,1.4462606830935922,0.8709677419354839,0.5,0.9310344827586207,dynamic_rising_floor,0.53
2011-06-03,8,0.49,0.67,-1.2807667743996347,0.6850393700787402,0.6403650026838432,0.5238095238095238,dynamic_rising_floor,0.53
2011-12-05,4,0.46,0.67,0.9858144919211359,0.8306451612903226,0.7173354735152487,0.8923076923076924,dynamic_rising_floor,0.48
2012-06-05,4,0.46,0.67,0.12849043250018424,0.76,0.7110294117647058,0.8275862068965517,dynamic_rising_floor,0.53
2012-12-05,4,0.46,0.67,2.8784393989294026,0.9512195121951219,0.5,0.975,dynamic_rising_floor,0.53
2013-06-05,4,0.46,0.67,0.39754257744647964,0.8031496062992126,0.6587037037037037,0.8792270531400966,dynamic_rising_floor,0.53
2013-12-05,4,0.46,0.67,0.533383005753312,0.8536585365853658,0.6975697569756976,0.9134615384615384,dynamic_rising_floor,0.48
2014-06-05,4,0.46,0.67,1.2076523652564763,0.8740157480314961,0.7969739619985925,0.92,dynamic_rising_floor,0.48
2014-12-05,12,0.45,0.67,0.37393724634525977,0.6422764227642277,0.5,0.7821782178217822,dynamic_rising_floor,0.51
2015-06-05,12,0.45,0.67,-0.8479875227810169,0.5826771653543307,0.5811414392059553,0.6131386861313869,dynamic_rising_floor,0.51
2015-12-07,12,0.47,0.67,0.35469749106766196,0.7338709677419355,0.7210002618486515,0.7814569536423841,dynamic_rising_floor,0.48
2016-06-07,12,0.47,0.67,0.5436820178571368,0.6929133858267716,0.4888888888888889,0.8186046511627907,dynamic_rising_floor,0.48
2016-12-07,12,0.47,0.67,2.5304243114256058,0.975609756097561,0.5,0.9876543209876543,dynamic_rising_floor,0.48
2017-06-07,12,0.47,0.67,2.4589736536072224,0.9291338582677166,0.5,0.963265306122449,dynamic_rising_floor,0.48
2017-12-07,12,0.48,0.67,0.09709166729489808,0.6910569105691057,0.6709754797441365,0.759493670886076,dynamic_rising_floor,0.48
2018-06-07,12,0.48,0.67,-0.4544055995343282,0.7936507936507936,0.7358695652173912,0.8539325842696629,dynamic_rising_floor,0.48
2018-12-07,12,0.5,0.67,0.6168361399985357,0.7073170731707317,0.6947049089906233,0.7567567567567568,dynamic_rising_floor,0.53
2019-06-07,8,0.47,0.67,0.6555815372277386,0.7952755905511811,0.706043956043956,0.8645833333333334,dynamic_rising_floor,0.49
2019-12-09,0,0.45,0.66,1.7256144248771548,0.8387096774193549,0.8316610925306578,0.8701298701298701,dynamic_rising_floor,0.5
2020-06-09,0,0.45,0.67,0.19907871619467649,0.8267716535433071,0.8338060124787294,0.8641975308641975,dynamic_rising_floor,0.5
2020-12-09,0,0.45,0.67,1.7581124426023942,0.8699186991869918,0.7510121457489879,0.9230769230769231,dynamic_rising_floor,0.5
2021-06-09,0,0.45,0.67,1.390711038351871,0.905511811023622,0.8610551075268817,0.9381443298969072,dynamic_rising_floor,0.5
2021-12-09,0,0.46,0.67,-1.0395409142438345,0.9193548387096774,0.9046464646464647,0.8148148148148148,dynamic_rising_floor,0.5
2022-06-09,0,0.47,0.67,-1.393472141659189,0.8809523809523809,0.8479966377136452,0.810126582278481,dynamic_rising_floor,0.53
2022-12-09,4,0.48,0.67,0.2772132381772441,0.7642276422764228,0.7637493389740878,0.7786259541984732,dynamic_rising_floor,0.49
2023-06-09,8,0.5,0.67,0.9093695103777842,0.7936507936507936,0.7964285714285715,0.8059701492537313,dynamic_rising_floor,0.52
2023-12-11,4,0.49,0.67,2.5011741195137396,0.9354838709677419,0.870020964360587,0.9622641509433962,dynamic_rising_floor,0.52
2024-06-11,4,0.49,0.67,-0.07846869257191573,0.8253968253968254,0.7052968361180235,0.8910891089108911,dynamic_rising_floor,0.52
2024-12-11,4,0.49,0.67,0.17977110013427358,0.7950819672131147,0.8140732265446224,0.7663551401869159,dynamic_rising_floor,0.52
2025-06-11,4,0.49,0.67,1.7844702405437314,0.8650793650793651,0.5992984349703184,0.9251101321585903,dynamic_rising_floor,0.52
2025-12-11,4,0.48,0.67,-1.5924884609532242,0.7530864197530864,0.7696078431372549,0.7142857142857143,dynamic_rising_floor,0.53
2000-05-26,4,0.47,0.67,-1.604775923164408,0.7857142857142857,0.6198979591836735,0.4,fixed_rising_floor_048,0.48
2000-11-27,4,0.47,0.67,0.026046163511653918,0.8790322580645161,0.8459821428571428,0.7457627118644068,fixed_rising_floor_048,0.48
2001-05-29,8,0.48,0.67,-0.4648776113255185,0.9032258064516129,0.760576923076923,0.6470588235294118,fixed_rising_floor_048,0.48
2001-11-29,8,0.48,0.67,-1.259465848435695,0.7213114754098361,0.631079027355623,0.43333333333333335,fixed_rising_floor_048,0.48
2002-05-29,12,0.48,0.67,-1.1114515537393292,0.8046875,0.5777411074440777,0.2857142857142857,fixed_rising_floor_048,0.48
2002-11-29,12,0.48,0.67,-0.2865704172962071,0.6721311475409836,0.6738127544097694,0.6551724137931034,fixed_rising_floor_048,0.48
2003-05-29,8,0.5,0.67,1.3283805695159563,0.8125,0.5461697722567288,0.8938053097345132,fixed_rising_floor_048,0.48
2003-12-01,12,0.5,0.67,0.8410620299736286,0.7661290322580645,0.6391736564150357,0.8512820512820513,fixed_rising_floor_048,0.48
2004-06-01,12,0.5,0.67,0.6761870061560803,0.7222222222222222,0.6842105263157895,0.7904191616766467,fixed_rising_floor_048,0.48
2004-12-01,12,0.5,0.67,-0.7141073845393445,0.6935483870967742,0.6797590992406389,0.75,fixed_rising_floor_048,0.48
2005-06-01,12,0.5,0.67,0.09329155650335862,0.7244094488188977,0.6361788617886178,0.8148148148148148,fixed_rising_floor_048,0.48
2005-12-01,12,0.49,0.67,-0.3129609966696659,0.7398373983739838,0.5555555555555556,0.8446601941747572,fixed_rising_floor_048,0.48
2006-06-01,12,0.49,0.67,2.742804381394136,0.8740157480314961,0.8948252688172043,0.9111111111111111,fixed_rising_floor_048,0.48
2006-12-01,12,0.46,0.67,0.9350273101364177,0.8360655737704918,0.5803921568627451,0.9074074074074074,fixed_rising_floor_048,0.48
2007-06-01,12,0.46,0.67,-1.2951702286240547,0.6614173228346457,0.677948717948718,0.6504065040650406,fixed_rising_floor_048,0.48
2007-12-03,8,0.48,0.67,0.03606995884706665,0.7661290322580645,0.7012195121951219,0.5915492957746479,fixed_rising_floor_048,0.48
2008-06-03,8,0.48,0.67,0.0,0.9291338582677166,0.5,0.0,fixed_rising_floor_048,0.48
2008-12-03,8,0.47,0.67,1.601301511546892,0.8943089430894309,0.8842318059299192,0.8686868686868687,fixed_rising_floor_048,0.48
2009-06-03,8,0.47,0.67,2.1197145759253884,0.84251968503937,0.5,0.9145299145299145,fixed_rising_floor_048,0.48
2009-12-03,8,0.48,0.67,0.17547568942500746,0.7560975609756098,0.6646341463414633,0.8369565217391305,fixed_rising_floor_048,0.48
2010-06-03,8,0.48,0.67,1.3318914077448571,0.7559055118110236,0.7545180722891567,0.802547770700637,fixed_rising_floor_048,0.48
2010-12-03,8,0.49,0.67,1.4462606830935922,0.8709677419354839,0.5,0.9310344827586207,fixed_rising_floor_048,0.48
2011-06-03,8,0.49,0.67,-1.3143475813497583,0.7165354330708661,0.6838432635534084,0.5909090909090909,fixed_rising_floor_048,0.48
2011-12-05,4,0.46,0.67,0.9858144919211359,0.8306451612903226,0.7173354735152487,0.8923076923076924,fixed_rising_floor_048,0.48
2012-06-05,4,0.46,0.67,0.12849043250018424,0.76,0.7110294117647058,0.8275862068965517,fixed_rising_floor_048,0.48
2012-12-05,4,0.46,0.67,2.8784393989294026,0.9512195121951219,0.5,0.975,fixed_rising_floor_048,0.48
2013-06-05,4,0.46,0.67,0.6466146266278316,0.8188976377952756,0.6687037037037037,0.8899521531100478,fixed_rising_floor_048,0.48
2013-12-05,4,0.46,0.67,0.533383005753312,0.8536585365853658,0.6975697569756976,0.9134615384615384,fixed_rising_floor_048,0.48
2014-06-05,4,0.46,0.67,1.2076523652564763,0.8740157480314961,0.7969739619985925,0.92,fixed_rising_floor_048,0.48
2014-12-05,12,0.45,0.67,0.37393724634525977,0.6422764227642277,0.5,0.7821782178217822,fixed_rising_floor_048,0.48
2015-06-05,12,0.45,0.67,-0.7422626652772506,0.6062992125984252,0.6042183622828784,0.6428571428571429,fixed_rising_floor_048,0.48
2015-12-07,12,0.47,0.67,0.35469749106766196,0.7338709677419355,0.7210002618486515,0.7814569536423841,fixed_rising_floor_048,0.48
2016-06-07,12,0.47,0.67,0.5436820178571368,0.6929133858267716,0.4888888888888889,0.8186046511627907,fixed_rising_floor_048,0.48
2016-12-07,12,0.47,0.67,2.5304243114256058,0.975609756097561,0.5,0.9876543209876543,fixed_rising_floor_048,0.48
2017-06-07,12,0.47,0.67,2.4589736536072224,0.9291338582677166,0.5,0.963265306122449,fixed_rising_floor_048,0.48
2017-12-07,12,0.48,0.67,0.09709166729489808,0.6910569105691057,0.6709754797441365,0.759493670886076,fixed_rising_floor_048,0.48
2018-06-07,12,0.48,0.67,-0.4544055995343282,0.7936507936507936,0.7358695652173912,0.8539325842696629,fixed_rising_floor_048,0.48
2018-12-07,12,0.5,0.67,0.653265191380322,0.7235772357723578,0.7082184225041368,0.7733333333333333,fixed_rising_floor_048,0.48
2019-06-07,8,0.47,0.67,0.6555815372277386,0.7952755905511811,0.706043956043956,0.8645833333333334,fixed_rising_floor_048,0.48
2019-12-09,0,0.45,0.66,1.7256144248771548,0.8387096774193549,0.8316610925306578,0.8701298701298701,fixed_rising_floor_048,0.48
2020-06-09,0,0.45,0.67,0.19907871619467649,0.8267716535433071,0.8338060124787294,0.8641975308641975,fixed_rising_floor_048,0.48
2020-12-09,0,0.45,0.67,1.7581124426023942,0.8699186991869918,0.7510121457489879,0.9230769230769231,fixed_rising_floor_048,0.48
2021-06-09,0,0.45,0.67,1.390711038351871,0.905511811023622,0.8610551075268817,0.9381443298969072,fixed_rising_floor_048,0.48
2021-12-09,0,0.46,0.67,-1.4437707524707177,0.9112903225806451,0.8995959595959596,0.8,fixed_rising_floor_048,0.48
2022-06-09,0,0.46,0.67,-1.393472141659189,0.8809523809523809,0.8479966377136452,0.810126582278481,fixed_rising_floor_048,0.48
2022-12-09,4,0.48,0.67,0.2772132381772441,0.7642276422764228,0.7637493389740878,0.7786259541984732,fixed_rising_floor_048,0.48
2023-06-09,4,0.5,0.67,1.5597709181605262,0.8412698412698413,0.8392857142857142,0.8571428571428571,fixed_rising_floor_048,0.48
2023-12-11,4,0.49,0.67,2.5011741195137396,0.9354838709677419,0.870020964360587,0.9622641509433962,fixed_rising_floor_048,0.48
2024-06-11,4,0.49,0.67,-0.07846869257191573,0.8253968253968254,0.7052968361180235,0.8910891089108911,fixed_rising_floor_048,0.48
2024-12-11,4,0.49,0.67,0.060327461288370875,0.8032786885245902,0.8249427917620137,0.7777777777777778,fixed_rising_floor_048,0.48
2025-06-11,4,0.49,0.67,1.6870097595539137,0.873015873015873,0.6038855909336212,0.9298245614035088,fixed_rising_floor_048,0.48
2025-12-11,4,0.48,0.67,-1.5924884609532242,0.7530864197530864,0.7696078431372549,0.7142857142857143,fixed_rising_floor_048,0.48
2000-05-26,4,0.47,0.67,-1.604775923164408,0.7857142857142857,0.6198979591836735,0.4,fixed_rising_floor_049,0.49
2000-11-27,4,0.47,0.67,0.026046163511653918,0.8790322580645161,0.8459821428571428,0.7457627118644068,fixed_rising_floor_049,0.49
2001-05-29,8,0.48,0.67,0.18138762768905525,0.9193548387096774,0.7701923076923077,0.6875,fixed_rising_floor_049,0.49
2001-11-29,8,0.48,0.67,-0.7936912330293496,0.7131147540983607,0.6006838905775076,0.38596491228070173,fixed_rising_floor_049,0.49
2002-05-29,12,0.48,0.67,-1.5291935448595841,0.796875,0.5592225889255592,0.23529411764705882,fixed_rising_floor_049,0.49
2002-11-29,12,0.45,0.67,-0.5556265198381616,0.639344262295082,0.6423337856173676,0.6271186440677966,fixed_rising_floor_049,0.49
2003-05-29,8,0.5,0.67,1.3283805695159563,0.8125,0.5461697722567288,0.8938053097345132,fixed_rising_floor_049,0.49
2003-12-01,12,0.5,0.67,0.8410620299736286,0.7661290322580645,0.6391736564150357,0.8512820512820513,fixed_rising_floor_049,0.49
2004-06-01,12,0.5,0.67,0.6823857964141216,0.7142857142857143,0.6776315789473684,0.7831325301204819,fixed_rising_floor_049,0.49
2004-12-01,12,0.5,0.67,-0.38661073887788805,0.7016129032258065,0.6885310290652003,0.7549668874172185,fixed_rising_floor_049,0.49
2005-06-01,12,0.5,0.67,0.09329155650335862,0.7244094488188977,0.6361788617886178,0.8148148148148148,fixed_rising_floor_049,0.49
2005-12-01,12,0.49,0.67,-0.3129609966696659,0.7398373983739838,0.5555555555555556,0.8446601941747572,fixed_rising_floor_049,0.49
2006-06-01,12,0.49,0.67,2.742804381394136,0.8740157480314961,0.8948252688172043,0.9111111111111111,fixed_rising_floor_049,0.49
2006-12-01,12,0.46,0.67,0.9350273101364177,0.8360655737704918,0.5803921568627451,0.9074074074074074,fixed_rising_floor_049,0.49
2007-06-01,12,0.46,0.67,-1.4907372694962817,0.6535433070866141,0.6683333333333333,0.639344262295082,fixed_rising_floor_049,0.49
2007-12-03,8,0.48,0.67,0.03606995884706665,0.7661290322580645,0.7012195121951219,0.5915492957746479,fixed_rising_floor_049,0.49
2008-06-03,8,0.48,0.67,0.0,0.9291338582677166,0.5,0.0,fixed_rising_floor_049,0.49
2008-12-03,8,0.47,0.67,1.601301511546892,0.8943089430894309,0.8842318059299192,0.8686868686868687,fixed_rising_floor_049,0.49
2009-06-03,8,0.47,0.67,2.1197145759253884,0.84251968503937,0.5,0.9145299145299145,fixed_rising_floor_049,0.49
2009-12-03,8,0.48,0.67,0.17547568942500746,0.7560975609756098,0.6646341463414633,0.8369565217391305,fixed_rising_floor_049,0.49
2010-06-03,8,0.48,0.67,1.3318914077448571,0.7559055118110236,0.7545180722891567,0.802547770700637,fixed_rising_floor_049,0.49
2010-12-03,8,0.5,0.67,1.4462606830935922,0.8709677419354839,0.5,0.9310344827586207,fixed_rising_floor_049,0.49
2011-06-03,8,0.49,0.67,-1.1510889765399321,0.7086614173228346,0.6729736983360172,0.5747126436781609,fixed_rising_floor_049,0.49
2011-12-05,4,0.46,0.67,0.9858144919211359,0.8306451612903226,0.7173354735152487,0.8923076923076924,fixed_rising_floor_049,0.49
2012-06-05,4,0.46,0.67,0.12849043250018424,0.76,0.7110294117647058,0.8275862068965517,fixed_rising_floor_049,0.49
2012-12-05,4,0.46,0.67,2.8784393989294026,0.9512195121951219,0.5,0.975,fixed_rising_floor_049,0.49
2013-06-05,4,0.46,0.67,0.5065417863617321,0.8110236220472441,0.6637037037037037,0.8846153846153846,fixed_rising_floor_049,0.49
2013-12-05,4,0.46,0.67,0.42540508781071446,0.8455284552845529,0.6926192619261926,0.9082125603864735,fixed_rising_floor_049,0.49
2014-06-05,4,0.46,0.67,1.2076523652564763,0.8740157480314961,0.7969739619985925,0.92,fixed_rising_floor_049,0.49
2014-12-05,12,0.45,0.67,0.37393724634525977,0.6422764227642277,0.5,0.7821782178217822,fixed_rising_floor_049,0.49
2015-06-05,12,0.45,0.67,-0.7422626652772506,0.6062992125984252,0.6042183622828784,0.6428571428571429,fixed_rising_floor_049,0.49
2015-12-07,12,0.47,0.67,0.35469749106766196,0.7338709677419355,0.7210002618486515,0.7814569536423841,fixed_rising_floor_049,0.49
2016-06-07,12,0.47,0.67,0.5436820178571368,0.6929133858267716,0.4888888888888889,0.8186046511627907,fixed_rising_floor_049,0.49
2016-12-07,12,0.47,0.67,2.5304243114256058,0.975609756097561,0.5,0.9876543209876543,fixed_rising_floor_049,0.49
2017-06-07,12,0.47,0.67,2.4589736536072224,0.9291338582677166,0.5,0.963265306122449,fixed_rising_floor_049,0.49
2017-12-07,12,0.48,0.67,0.09709166729489808,0.6910569105691057,0.6709754797441365,0.759493670886076,fixed_rising_floor_049,0.49
2018-06-07,12,0.48,0.67,-0.4544055995343282,0.7936507936507936,0.7358695652173912,0.8539325842696629,fixed_rising_floor_049,0.49
2018-12-07,8,0.47,0.67,0.9838889493426611,0.7804878048780488,0.765857694429123,0.8211920529801324,fixed_rising_floor_049,0.49
2019-06-07,8,0.47,0.67,0.6555815372277386,0.7952755905511811,0.706043956043956,0.8645833333333334,fixed_rising_floor_049,0.49
2019-12-09,0,0.45,0.66,1.7256144248771548,0.8387096774193549,0.8316610925306578,0.8701298701298701,fixed_rising_floor_049,0.49
2020-06-09,0,0.45,0.67,0.19907871619467649,0.8267716535433071,0.8338060124787294,0.8641975308641975,fixed_rising_floor_049,0.49
2020-12-09,0,0.45,0.67,1.7581124426023942,0.8699186991869918,0.7510121457489879,0.9230769230769231,fixed_rising_floor_049,0.49
2021-06-09,0,0.45,0.67,1.390711038351871,0.905511811023622,0.8610551075268817,0.9381443298969072,fixed_rising_floor_049,0.49
2021-12-09,0,0.46,0.67,-1.0395409142438345,0.9193548387096774,0.9046464646464647,0.8148148148148148,fixed_rising_floor_049,0.49
2022-06-09,0,0.46,0.67,-1.393472141659189,0.8809523809523809,0.8479966377136452,0.810126582278481,fixed_rising_floor_049,0.49
2022-12-09,4,0.48,0.67,0.2772132381772441,0.7642276422764228,0.7637493389740878,0.7786259541984732,fixed_rising_floor_049,0.49
2023-06-09,4,0.5,0.67,1.5364884566078523,0.8492063492063492,0.8482142857142857,0.8633093525179856,fixed_rising_floor_049,0.49
2023-12-11,4,0.49,0.67,2.5011741195137396,0.9354838709677419,0.870020964360587,0.9622641509433962,fixed_rising_floor_049,0.49
2024-06-11,4,0.49,0.67,-0.07846869257191573,0.8253968253968254,0.7052968361180235,0.8910891089108911,fixed_rising_floor_049,0.49
2024-12-11,4,0.49,0.67,0.060327461288370875,0.8032786885245902,0.8249427917620137,0.7777777777777778,fixed_rising_floor_049,0.49
2025-06-11,4,0.49,0.67,1.6870097595539137,0.873015873015873,0.6038855909336212,0.9298245614035088,fixed_rising_floor_049,0.49
2025-12-11,4,0.48,0.67,-1.5924884609532242,0.7530864197530864,0.7696078431372549,0.7142857142857143,fixed_rising_floor_049,0.49
2000-05-26,4,0.49,0.67,-1.5078632304884996,0.7857142857142857,0.6071428571428572,0.37209302325581395,fixed_rising_floor_050,0.5
2000-11-27,4,0.47,0.67,0.026046163511653918,0.8790322580645161,0.8459821428571428,0.7457627118644068,fixed_rising_floor_050,0.5
2001-05-29,8,0.48,0.67,0.18138762768905525,0.9193548387096774,0.7701923076923077,0.6875,fixed_rising_floor_050,0.5
2001-11-29,8,0.48,0.67,-0.604031494125276,0.7049180327868853,0.5702887537993921,0.3333333333333333,fixed_rising_floor_050,0.5
2002-05-29,12,0.48,0.67,-1.5291935448595841,0.796875,0.5592225889255592,0.23529411764705882,fixed_rising_floor_050,0.5
